Date,mmwr_week,location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,dist_per_100k,distributed_per_100k_5plus,distributed_per_100k_12plus,distributed_per_100k_18plus,distributed_per_100k_65plus,administered,administered_5plus,administered_12plus,administered_18plus,administered_65plus,administered_janssen,administered_moderna,administered_pfizer,administered_unk_manuf,admin_per_100k,admin_per_100k_5plus,admin_per_100k_12plus,admin_per_100k_18plus,admin_per_100k_65plus,recip_administered,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_5plus,administered_dose1_recip_5pluspop_pct,administered_dose1_recip_1,administered_dose1_recip_2,administered_dose1_recip_3,administered_dose1_recip_4,administered_dose1_recip_5,administered_dose1_recip_6,series_complete_yes,series_complete_pop_pct,series_complete_5plus,series_complete_5pluspop_pct,series_complete_12plus,series_complete_12pluspop,series_complete_18plus,series_complete_18pluspop,series_complete_65plus,series_complete_65pluspop,series_complete_janssen,series_complete_moderna,series_complete_pfizer,series_complete_unk_manuf,series_complete_janssen_5plus,series_complete_moderna_5plus,series_complete_pfizer_5plus,series_complete_unk_manuf_5plus,series_complete_janssen_12plus,series_complete_moderna_12plus,series_complete_pfizer_12plus,series_complete_unk_manuf_1,series_complete_janssen_18plus,series_complete_moderna_18plus,series_complete_pfizer_18plus,series_complete_unk_manuf_2,series_complete_janssen_65plus,series_complete_moderna_65plus,series_complete_pfizer_65plus,series_complete_unk_manuf_3,additional_doses,additional_doses_vax_pct,additional_doses_12plus,additional_doses_12plus_vax_pct,additional_doses_18plus,additional_doses_18plus_vax_pct,additional_doses_50plus,additional_doses_50plus_vax_pct,additional_doses_65plus,additional_doses_65plus_vax_pct,additional_doses_moderna,additional_doses_pfizer,additional_doses_janssen,additional_doses_unk_manuf,second_booster,second_booster_50plus,second_booster_50plus_vax_pct,second_booster_65plus,second_booster_65plus_vax_pct,second_booster_janssen,second_booster_moderna,second_booster_pfizer,second_booster_unk_manuf
2022-06-16T00:00:00.000,24,VA2,8359320,626600,4075180,3657540,0,0,0,0,0,0,7593067,7592890,7592868,7589503,4060840,256087,3921726,3415214,40,0,0,0,0,0,7593067,3489673,0,3489567,0,3489551,0,3487639,0,1703435,0,2966154,0,2966083,0,2966077,0,2964675,0,1514933,0,233855,1455402,1276895,2,233849,1455379,1276853,2,233848,1455378,1276849,2,233813,1455339,1275521,2,76680,827791,610461,1,1176467,39.7,1176461,39.7,1176386,39.7,1066297,45.6,767970,50.7,623107,532151,21209,0,,179553,16.8,144527,18.8,44,94301,86806,0
2022-06-16T00:00:00.000,24,BP2,356830,16100,158420,182310,0,0,0,0,0,0,324108,324106,324106,324106,10726,14174,148635,161267,32,0,0,0,0,0,324108,148068,0,148066,0,148066,0,148066,0,4024,0,136150,0,136149,0,136149,0,136149,0,3707,0,13493,54593,68064,0,13492,54593,68064,0,13492,54593,68064,0,13492,54593,68064,0,196,1795,1716,0,50139,36.8,50139,36.8,50139,36.8,15883,53.7,2594,70,30493,18981,643,22,,2089,13.2,562,21.7,3,1331,1053,2
2022-06-16T00:00:00.000,24,GU,326460,24100,87780,214580,0,193757,213706,248606,285008,2032630,361088,361052,344182,309838,51045,13688,114124,232942,334,214310,236351,262102,270497,317820,360991,154815,91.9,154781,95,145510,95,129474,95,17702,95,140593,83.4,140590,92,133542,95,119270,95,16673,95,11236,40835,88383,139,11235,40834,88382,139,11234,40834,81335,139,11225,40816,67090,139,638,6810,9185,40,64469,45.9,64343,48.2,60409,50.6,31868,68.6,12730,76.4,22953,40052,1460,4,,7599,23.8,4156,32.6,5,3308,4609,0
2022-06-16T00:00:00.000,24,CO,13075175,495100,4801640,7778435,0,227049,240949,264891,290610,1552110,11068356,11066420,10678248,9981991,2544475,343267,4282164,6431596,11329,192201,203932,216331,221861,302046,11073356,4603639,79.9,4601766,84.8,4396526,89.1,4077831,90.6,870701,95,4074356,70.8,4074250,75.1,3902862,79.1,3617794,80.4,791350,93.9,313541,1448111,2309638,3066,313522,1448096,2309573,3059,313514,1448034,2138286,3028,313178,1447451,1854256,2909,29017,377295,384066,972,2165842,53.2,2155017,55.2,2062129,57,1165713,70.1,613525,77.5,942516,1195991,26503,832,,379530,32.6,252184,41.1,315,181304,219929,252
2022-06-16T00:00:00.000,24,ID,3567590,158400,1399380,2009810,0,199634,213518,238570,266464,1227370,2561404,2561270,2489810,2304781,755318,88794,952156,1516449,4005,143330,153290,166497,172145,259854,2586588,1110237,62.1,1110142,66.4,1071785,71.7,994378,74.3,278650,95,996428,55.8,996378,59.6,962956,64.4,880633,65.8,254494,87.6,81977,333421,580127,903,81961,333412,580102,903,81958,333409,546695,894,81887,333203,464660,883,12310,117332,124500,352,432595,43.4,431380,44.8,417794,47.4,287871,60.7,175464,68.9,183231,242870,6361,133,,67585,23.5,51074,29.1,69,31643,38239,30
2022-06-16T00:00:00.000,24,NM,4663645,188300,1821100,2654245,0,222414,236033,260913,287703,1235060,4066113,4065822,3923446,3652819,1104599,120509,1652905,2282367,10332,193917,205777,219502,225345,292527,4220898,1860095,88.7,1859827,94.1,1775962,95,1637519,95,435750,95,1506364,71.8,1506299,76.2,1442705,80.7,1328126,81.9,361777,95,110773,569371,823826,2394,110763,569353,823790,2393,110754,569299,760271,2381,110611,568867,646310,2338,21428,170060,169134,1155,763825,50.7,759812,52.7,724701,54.6,454688,64.3,252818,69.9,318542,434055,10906,322,,143495,31.6,99272,39.3,233,69714,80352,125
2022-06-16T00:00:00.000,24,MP,127430,3600,25720,98110,0,245762,264916,301324,353236,3394510,110104,110098,101471,89265,8920,1383,15162,93550,9,212347,228884,239941,247443,237613,110274,45624,88,45618,94.8,41112,95,35704,95,3248,86.5,43411,83.7,43411,90.2,39334,93,34175,94.7,3125,83.2,1169,5230,37009,3,1169,5230,37009,3,1169,5230,32932,3,1169,5229,27774,3,120,503,2502,0,21447,49.4,21406,54.4,19754,57.8,9617,70.7,2389,76.4,4195,17037,215,0,,682,7.1,295,12.3,1,113,700,0
2022-06-16T00:00:00.000,24,KY,9283075,385400,3831300,5066375,0,207783,221286,243896,267925,1236810,6667217,6665995,6495762,6137964,1904153,237937,2736012,3690737,2531,149232,158901,170664,177152,253696,6731548,2974671,66.6,2974164,70.9,2881863,75.7,2706105,78.1,731940,95,2581476,57.8,2581421,61.5,2505908,65.8,2353619,67.9,652508,86.9,211996,985968,1381640,1872,211973,985955,1381622,1871,211960,985842,1306253,1853,211826,985566,1154481,1746,38932,298460,314253,863,1163072,45.1,1160698,46.3,1128544,47.9,782758,59.9,452083,69.3,521821,616927,24085,239,,155642,19.9,112919,25,206,71587,89597,21
2022-06-16T00:00:00.000,24,MH,107680,12600,57800,37280,0,138511,155611,187697,226556,2885320,74002,73966,66322,58579,3671,2931,54846,16222,3,95190,106890,115606,123249,98365,74072,36790,47.3,36764,53.1,31654,55.2,27037,56.9,1522,40.8,29233,37.6,29222,42.2,26734,46.6,23888,50.3,1367,36.6,2884,20826,5520,3,2883,20821,5515,3,2881,20816,3034,3,2872,20780,233,3,122,1240,5,0,9872,33.8,9868,36.9,9770,40.9,2966,52.3,762,55.7,9398,443,30,1,,381,12.8,128,16.8,0,475,11,0
2022-06-16T00:00:00.000,24,VI,155060,3000,41440,110620,0,145884,155645,173397,190241,757203,148267,148170,145665,138538,42667,2332,44495,101440,0,139493,148729,162891,169971,208355,146046,70586,66.4,70516,70.8,69093,77.3,65432,80.3,19332,94.4,57255,53.9,57229,57.4,56136,62.8,53081,65.1,15505,75.7,2120,15939,39190,6,2117,15931,39175,6,2117,15929,38084,6,2113,15905,35057,6,571,6191,8739,4,18124,31.7,18112,32.3,17697,33.3,13384,41.8,7537,48.6,6095,11881,146,2,,1703,12.7,1077,14.3,1,694,1083,0
2022-06-16T00:00:00.000,24,RI,2701925,89100,1040100,1572725,0,255052,268891,291315,316064,1444520,2284689,2284539,2210473,2074021,595602,65922,873959,1342824,1984,215667,227354,238328,242614,318425,2462115,1058558,95,1058349,95,1010804,95,941864,95,223409,95,885608,83.6,885559,88.1,844901,91.1,784836,91.8,192185,95,60776,295850,528464,518,60775,295846,528421,517,60775,295835,487780,511,60747,295705,427898,486,6821,85905,99297,162,483619,54.6,481946,57,462059,58.9,285562,70.6,150636,78.4,203386,274947,5204,82,,77594,27.2,53444,35.5,133,38574,43595,28
2022-06-16T00:00:00.000,24,MI,22335610,947700,8903520,12484390,0,223650,237098,259867,284787,1265190,16281256,16280503,15808063,14940180,4806524,468353,6429512,9381119,2272,163027,172822,183922,190492,272262,16607505,6727296,67.4,6726576,71.4,6482004,75.4,6086721,77.6,1714030,95,6048847,60.6,6048777,64.2,5832070,67.9,5474028,69.8,1570154,88.9,423008,2194359,3430299,1181,422994,2194335,3430268,1180,422975,2194277,3213656,1162,422658,2193503,2856818,1049,71341,786877,711314,622,3331267,55.1,3322975,57,3215742,58.7,2142705,69,1212951,77.3,1476385,1806330,48392,160,,558904,26.1,399688,33,393,275024,303277,24
2022-06-16T00:00:00.000,24,CT,9173725,347200,3551780,5274745,0,257307,271125,295360,323264,1455580,7832263,7830267,7559477,7036132,2021519,250735,2973196,4607100,1232,219681,231420,243387,247939,320752,7869937,3441487,95,3439889,95,3295771,95,3049198,95,758826,95,2851549,80,2851096,84.3,2729819,87.9,2521357,88.8,626599,95,232018,963280,1655790,461,231939,963072,1655625,460,231935,962950,1534476,458,231822,962739,1326444,352,22839,248022,355634,104,1495949,52.5,1491806,54.6,1426190,56.6,900798,67.4,466268,74.4,676485,801351,18083,30,,256866,28.5,178039,38.2,82,120932,143362,4
2022-06-16T00:00:00.000,24,AL,10035640,398600,4388060,5248980,0,204676,217748,239693,263066,1180890,6402751,6402241,6286560,5972815,1960356,178977,2792120,3431038,616,130584,138913,150149,156566,230674,6523192,3096313,63.1,3095861,67.2,3029211,72.4,2862419,75,820080,95,2527041,51.5,2526976,54.8,2481777,59.3,2349976,61.6,703373,82.8,166818,1038926,1320554,743,166809,1038922,1320502,743,166806,1038904,1275324,743,166715,1038412,1144111,738,37053,373663,292192,465,918815,36.4,917893,37,900481,38.3,679233,49.6,416980,59.3,451307,451347,16003,158,,107319,15.8,80439,19.3,216,61512,50402,13
2022-06-16T00:00:00.000,24,WI,12207845,452800,4567900,7187145,0,209669,222287,244167,267961,1200090,10591765,10591143,10262974,9668049,3191637,336095,4051009,6201727,2934,181913,192849,205268,212212,313754,10588720,4207779,72.3,4207117,76.6,4039029,80.8,3771119,82.8,1050358,95,3843762,66,3843657,70,3692742,73.9,3449677,75.7,982022,95,301400,1344937,2196401,1024,301384,1344925,2196329,1019,301368,1344889,2045472,1013,301162,1344526,1803029,960,30757,469180,481727,358,2197617,57.2,2190248,59.3,2114395,61.3,1399945,72.8,801732,81.6,906323,1263662,27467,165,,418523,29.9,305765,38.1,187,192448,238513,30
2022-06-16T00:00:00.000,24,US,758129055,30931200,282063620,445134235,0,228346,242784,267399,293553,1383650,592269252,592063570,572618503,535659030,153479895,18811735,223409934,349460399,587184,178390,189603,201967,207411,280114,592269252,259198178,78.1,259061259,83,248653384,87.7,231019476,89.5,57085133,95,221924152,66.8,221854248,71,213369510,75.3,198247357,76.8,50050895,91.3,17026792,77129172,127603112,165076,17023695,77125956,127539797,164800,17021651,77122431,119063383,162045,16994366,77038358,104059460,155173,2365581,23853269,23763513,68532,104718138,47.2,104265657,48.9,100238393,50.6,63305106,62,34990716,69.9,44629220,58521335,1531124,36459,16832169,16022912,25.3,11123046,31.8,16422,8046534,8756788,12425
2022-06-16T00:00:00.000,24,HI,3626680,124600,1364020,2138060,0,256145,272549,299451,324970,1350980,3021612,3019034,2906949,2712777,799094,71550,1113187,1836573,302,213410,226884,240024,243080,297672,3034188,1246599,88,1244356,93.5,1185962,95,1097353,95,273540,95,1116139,78.8,1115132,83.8,1063656,87.8,983373,88.1,250594,93.3,65636,367944,682536,23,65608,367894,681607,23,65606,367885,630142,23,65420,367047,550886,20,11785,110233,128569,7,588316,52.7,584539,55,558117,56.8,359227,72.1,200870,80.2,260014,322027,6269,6,,121754,33.9,82837,41.2,53,61318,64519,2
2022-06-16T00:00:00.000,24,AR,6461880,256200,2718520,3487160,0,214125,228388,252689,278812,1233460,4333404,4330155,4216992,3954012,1263016,124696,1853513,2351017,4178,143595,153045,164904,170604,241088,4380583,2030137,67.3,2027614,71.7,1962712,76.8,1826816,78.8,504649,95,1657535,54.9,1656715,58.6,1609430,62.9,1499203,64.7,425899,81.3,114273,671781,870068,1413,114150,671767,869394,1404,114140,671756,822495,1039,113694,670544,713971,994,15835,238936,170600,528,671001,40.5,669540,41.6,651035,43.4,459911,55.7,279503,65.6,324490,335790,10195,526,,98072,21.3,74091,26.5,72,53595,47887,81
2022-06-16T00:00:00.000,24,WA,18660495,764300,6797700,11098495,0,245053,260679,287044,313525,1542540,14938650,14937020,14392212,13463262,3649136,490693,5602498,8832334,13125,196177,208664,221387,226204,301651,15064133,6196666,81.4,6195167,86.5,5919416,91.1,5504935,92.5,1254805,95,5566022,73.1,5565832,77.8,5324036,81.9,4945916,83.1,1150807,95,454737,1910959,3195707,4619,454709,1910934,3195574,4615,454686,1910858,2953921,4571,454341,1910057,2577091,4427,59202,520838,568857,1910,2985944,53.6,2958342,55.6,2826254,57.1,1643984,69.8,896315,77.9,1274750,1671583,38455,1156,,571793,34.8,386854,43.2,573,286715,315589,245
2022-06-16T00:00:00.000,24,AK,1609665,85600,626520,897545,0,220036,236554,264366,291838,1757510,1171773,1170889,1127360,1048472,236938,46925,453200,670541,1107,160178,172072,185154,190091,258700,1174389,513559,70.2,513007,75.4,490447,80.5,453862,82.3,87607,95,459810,62.9,459486,67.5,440200,72.3,406969,73.8,79451,86.7,41923,161987,255763,137,41921,161983,255445,137,41919,161979,236168,134,41757,161544,203540,128,3713,43582,32110,46,204412,44.5,203308,46.2,194326,47.7,116476,64.1,59388,74.7,89694,111650,3035,33,,30246,26,19111,32.2,47,17011,15000,7
2022-06-16T00:00:00.000,24,FL,50061085,2403800,18570920,29086365,0,233084,246146,267763,290246,1113130,38470774,38460923,37678334,35734276,12787763,1490304,14283425,22549112,147933,179119,189109,201531,207182,284341,38094869,17179154,80,17170538,84.4,16747280,89.6,15774034,91.5,4819362,95,14507397,67.5,14505539,71.3,14170687,75.8,13361253,77.5,4130349,91.8,1368817,4914103,8182482,41995,1367995,4913346,8182297,41901,1367945,4913188,7848150,41404,1366979,4911677,7041971,40626,215355,1982459,1910344,22191,5984354,41.3,5973092,42.2,5833363,43.7,4268266,55.5,2621252,63.5,2549531,3318776,107382,8665,,1000008,23.4,750465,28.6,1685,529956,510157,3294
2022-06-16T00:00:00.000,24,KS,6324915,257200,2436540,3631175,0,217104,231853,257981,285799,1330200,4654230,4654043,4498291,4196377,1297078,137990,1779542,2732467,4231,159757,170604,183477,189618,272789,4766739,2124802,72.9,2124625,77.9,2039679,83.2,1892636,85.5,495957,95,1820270,62.5,1820249,66.7,1751626,71.4,1624936,73.4,444665,93.5,126685,644809,1048010,766,126682,644806,1047997,764,126669,644778,979442,737,126541,644455,853297,643,18603,208335,217463,264,811421,44.6,808532,46.2,778778,47.9,518285,60.2,306500,68.9,345940,453978,11262,241,,122055,23.5,91869,30,134,55859,69709,38
2022-06-16T00:00:00.000,24,AZ,15453620,611400,5898020,8944200,0,212312,225636,249009,274074,1180900,12537556,12536247,12114884,11284963,3674755,374196,4908114,7218972,36274,172250,183040,195211,200142,280809,12254063,5385348,74,5384201,78.6,5152581,83,4749165,84.2,1317824,95,4532807,62.3,4532480,66.2,4360678,70.3,4033567,71.5,1141325,87.2,336280,1654613,2532476,9438,336041,1654594,2532407,9438,336031,1654548,2360705,9394,335684,1653810,2034815,9258,51130,554757,530407,5031,1964528,43.3,1957679,44.9,1878775,46.6,1241777,57.9,732432,64.2,854637,1082593,24805,2493,,326891,26.3,237317,32.4,516,151843,191708,873
2022-06-16T00:00:00.000,24,NY,47824655,1909000,16915700,28999955,0,245840,260958,285125,310041,1450930,40151915,40148166,38845173,36457688,9276858,1441283,14546848,24138138,25646,206399,219071,231590,236351,281446,40188376,17675059,90.9,17672080,95,16984285,95,15856063,95,3510991,95,15105604,77.6,15104976,82.4,14512905,86.5,13520975,87.7,3075904,93.3,1259179,5046630,8792506,7289,1259066,5046495,8792213,7202,1258957,5045902,8201309,6737,1257933,5043457,7213497,6088,187774,1446958,1439013,2159,6998770,46.3,6976371,48.1,6712754,49.6,4025392,60.8,2099531,68.3,2953647,3926470,117873,780,,937759,23.3,655494,31.2,1515,476374,506492,160
2022-06-16T00:00:00.000,24,DD2,6782510,210500,2223940,4302770,45300,0,0,0,0,0,7560317,7559957,7434474,7040388,654248,329077,2512098,4695302,23840,0,0,0,0,0,7560317,4302999,0,4302697,0,4224372,0,4004285,0,425084,0,3206437,0,3206364,0,3159658,0,2990611,0,202362,0,295482,991278,1919425,252,295460,991258,1919394,252,295452,991250,1872704,252,295229,991008,1704130,244,9770,74395,118194,3,1889,0.1,1888,0.1,1884,0.1,280,0,64,0,614,1242,33,0,,0,0,0,0,0,1,6,0
2022-06-16T00:00:00.000,24,MS,5779715,229600,2334260,3215855,0,194201,206960,229224,253767,1187550,3947999,3947803,3869765,3653940,1174918,94152,1589070,2261406,3371,132655,141363,153475,160432,241408,3988231,1785894,60,1785714,63.9,1742579,69.1,1629990,71.6,448603,92.2,1553558,52.2,1553526,55.6,1519300,60.3,1425426,62.6,411221,84.5,86862,589686,875532,1478,86850,589678,875520,1478,86842,589662,841324,1472,86754,589303,747958,1411,17822,208679,184085,635,591324,38.1,590646,38.9,578959,40.6,438195,53.7,261447,63.6,273757,308422,8304,841,,69305,15.8,51109,19.5,81,38362,34118,188
2022-06-16T00:00:00.000,24,OK,7590030,327900,3193980,4068150,0,191814,205056,228256,252602,1195030,6030308,6029952,5889380,5543791,1676877,155609,2436274,3435309,3116,152397,162908,177112,184502,264020,5999546,2835321,71.7,2835001,76.6,2757650,82.9,2581163,85.9,687939,95,2288009,57.8,2287954,61.8,2226434,67,2080603,69.2,564161,88.8,145021,864781,1277640,567,145006,864762,1277620,566,145003,864751,1216138,542,144925,864455,1070732,491,20824,286524,256636,177,871757,38.1,870142,39.1,847728,40.7,591674,53.4,355112,62.9,396765,462395,12190,407,,107577,18.2,81938,23.1,100,56487,54670,301
2022-06-16T00:00:00.000,24,AS,121410,600,24700,96110,0,256182,281628,328873,387458,3703780,111347,111336,99098,82858,8815,576,24815,84761,1195,234949,258260,268435,264426,268914,111790,45464,95,45453,95,39144,95,32441,95,3222,95,41903,88.4,41903,95,36054,95,29718,94.8,2962,90.4,586,9481,31241,595,586,9481,31241,595,586,9480,25393,595,585,9459,19083,591,28,1209,1713,12,23527,56.1,23511,65.2,20351,68.5,8096,77,2302,77.7,4748,18777,2,0,,1030,12.7,478,20.8,0,251,842,0
2022-06-16T00:00:00.000,24,TX,64103835,2639000,23065480,38399355,0,221079,237378,265979,296831,1716660,47941117,47933320,45982944,42237184,10126865,1583039,17521700,28830987,5391,165338,177498,190792,195578,271190,46557909,21475211,74.1,21468830,79.5,20379659,84.6,18502568,85.7,3707074,95,18006026,62.1,18004506,66.7,17265256,71.6,15790001,73.1,3290643,88.1,1371125,6154439,10479182,1280,1370831,6153914,10478482,1279,1370645,6153559,9739819,1233,1368988,6148705,8271130,1178,180241,1559190,1550796,416,7059407,39.2,7031880,40.7,6758702,42.8,4149800,56.8,2178767,66.2,3045838,3910802,102492,275,,773765,18.6,520447,23.9,315,419309,405482,25
2022-06-16T00:00:00.000,24,UT,6533050,249600,2212660,4070790,0,203778,220849,252022,287196,1785610,5305941,5305226,5067885,4608417,1037802,185368,1842335,3277898,340,165503,179342,195501,202588,283652,5274369,2323951,72.5,2323338,78.5,2193268,84.6,1975633,86.8,378465,95,2071821,64.6,2071694,70,1966879,75.9,1773440,78,344959,94.3,170773,670317,1230716,15,170740,670292,1230647,15,170727,670238,1125900,14,170556,669814,933058,12,16988,148329,179638,4,938164,45.3,936335,47.6,892147,50.3,482178,66.3,259771,75.3,356643,568838,12675,8,,82752,17.2,57255,22,284,35058,55171,6
2022-06-16T00:00:00.000,24,MD,16628770,609600,5698960,10320210,0,275052,292567,322083,352978,1733250,12481777,12480567,11976803,11101025,2906970,367728,4539342,7555796,18911,206458,219584,231979,235641,303000,12593869,5273382,87.2,5272272,92.8,5012204,95,4614114,95,1017826,95,4615638,76.3,4615461,81.2,4389719,85,4037300,85.7,921923,95,328079,1533801,2748963,4795,328038,1533766,2748866,4791,327892,1533680,2523496,4651,327669,1533015,2172377,4239,55377,439227,426022,1297,2404138,52.1,2387545,54.4,2268776,56.2,1379373,68.4,706188,76.6,990207,1376834,36004,1093,,452575,32.8,295562,41.9,605,233988,246249,604
2022-06-16T00:00:00.000,24,PW,46290,3800,30000,12490,0,214982,227212,248270,279141,2323800,48404,48400,45863,42253,5200,2351,37139,8785,129,224800,237569,245980,254797,261044,48774,20463,95,20460,95,19053,95,17523,95,1871,93.9,18219,84.6,18218,89.4,17166,92.1,15724,94.8,1806,90.7,2356,12692,3108,63,2356,12692,3107,63,2356,12692,2055,63,2356,12692,613,63,227,1540,37,2,11672,64.1,11592,67.5,10943,69.6,4719,78.8,1552,85.9,10673,999,0,0,,733,15.5,270,17.4,0,749,12,0
2022-06-16T00:00:00.000,24,GA,22658795,839000,8851040,12968755,0,213411,227478,252098,279271,1493700,15284156,15281855,14879621,13958227,3756661,344862,5956540,8939815,42939,143954,153419,165548,172036,247645,15378098,6997284,65.9,6995220,70.2,6776411,75.4,6305672,77.7,1454191,95,5868392,55.3,5868066,58.9,5704636,63.5,5324438,65.6,1276726,84.2,322744,2164507,3368280,12861,322639,2164460,3368114,12853,322598,2164411,3204980,12647,322220,2163347,2827561,11310,35506,695884,542342,2994,2285451,38.9,2279009,40,2211482,41.5,1448291,52.7,777702,60.9,1016171,1241349,25829,2102,,272899,18.8,184166,23.7,308,148960,140828,383
2022-06-16T00:00:00.000,24,VT,1885890,72800,737620,1075470,0,302231,316985,342298,369794,1508240,1455554,1455219,1396640,1308413,431382,53726,571536,829407,885,233266,244597,253497,256560,344998,1432918,588463,94.3,588126,95,558619,95,521109,95,144887,95,510684,81.8,510669,85.8,484302,87.9,450798,88.4,128754,95,47561,180429,282422,272,47557,180428,282412,272,47545,180407,256079,271,47481,180354,222710,253,2668,62481,63448,157,315395,61.8,313491,64.7,296593,65.8,191025,75.4,105934,82.3,134445,176395,4537,18,,58971,30.9,42278,39.9,41,28339,32726,1
2022-06-16T00:00:00.000,24,PA,32071025,1540600,12306660,18223765,0,250516,264961,289410,315431,1340000,23703213,23698078,22942198,21620212,6940539,785596,9172053,13744111,1453,185153,195786,207031,212643,289991,23764032,10990467,85.8,10986790,90.8,10588292,95,9944217,95,2764110,95,8880605,69.4,8879131,73.4,8552179,77.2,8025572,78.9,2308670,95,729076,3177331,4973508,690,729019,3177204,4972219,689,728970,3177007,4645515,687,728455,3174736,4121746,635,91778,1085785,1130806,301,3865803,43.5,3850104,45,3715323,46.3,2560058,56.9,1491506,64.6,1682231,2121394,62093,85,,604865,23.6,440963,29.6,325,312526,315982,8
2022-06-16T00:00:00.000,24,IA,6940355,291100,2691720,3957535,0,219975,234516,259328,285820,1255140,5251360,5251162,5095452,4803025,1626051,179544,2092900,2978318,598,166442,177438,190393,197800,294066,5259533,2155298,68.3,2155094,72.8,2075036,77.5,1938816,79.8,552273,95,1967207,62.4,1967189,66.5,1896056,70.8,1773054,73,518858,93.8,163892,720178,1082700,437,163890,720173,1082689,437,163886,720155,1011583,432,163789,719933,888913,419,14631,272803,231282,142,1059134,53.8,1055985,55.7,1024269,57.8,699588,70.9,413740,79.7,477574,567260,14224,76,,191368,27.4,145078,35.1,68,94770,101436,6
2022-06-16T00:00:00.000,24,DE,2474055,100700,961700,1411655,0,254071,269198,294598,321226,1309680,1874040,1873835,1819102,1706822,580961,62553,724198,1084930,2359,192453,203889,216610,221610,307540,1845681,817443,83.9,817262,88.9,788080,93.8,737380,95,214445,95,681136,69.9,681104,74.1,657662,78.3,614375,79.8,184435,95,57394,238841,384154,747,57390,238830,384137,747,57383,238827,360710,742,57333,238688,317636,718,10018,76524,97512,381,318845,46.8,317867,48.3,305945,49.8,217866,61.4,129458,70.2,136157,177388,5227,73,,61197,28.1,45618,35.2,60,30052,32845,11
2022-06-16T00:00:00.000,24,NC,23068300,935900,8721360,13411040,0,219948,233525,256728,281755,1317370,17173974,17165749,16633976,15627544,4717109,520928,6411360,10240735,951,163747,173772,185120,190874,269381,17075539,8965529,85.5,8960242,90.7,8666149,95,8132647,95,2271819,95,6537109,62.3,6534182,66.1,6313717,70.3,5909685,72.2,1648187,94.1,487152,2271165,3778623,169,487135,2271120,3775759,168,487123,2271040,3555386,168,485638,2267927,3155957,163,55541,786166,806412,68,1776704,27.2,1767956,28,1705896,28.9,1152962,35.7,654793,39.7,773003,974436,29228,37,,197827,17.2,136567,20.9,130,103732,101985,6
2022-06-16T00:00:00.000,24,SD,1967865,91900,786300,1089665,0,222443,238966,266612,294786,1295750,1456433,1456359,1406769,1318842,434867,41875,567564,846853,141,164632,176852,190593,197562,286340,1474776,685419,77.5,685348,83.2,658264,89.2,613031,91.8,179661,95,551774,62.4,551762,67,530078,71.8,494856,74.1,148356,95,39434,200843,311455,42,39430,200841,311449,42,39428,200839,289769,42,39399,200767,254649,41,5057,73142,70134,23,234891,42.6,234367,44.2,227085,45.9,158327,57.2,95995,64.7,105022,126865,2987,17,,36956,23.3,28602,29.8,17,17187,20758,2
2022-06-15T00:00:00.000,24,WA,18646695,764300,6786300,11096095,0,244871,260486,286831,313293,1541400,14929448,14927821,14384032,13455457,3645527,490626,5599010,8826707,13105,196056,208535,221261,226073,301352,15054820,6195586,81.4,6194090,86.5,5918501,91,5504088,92.5,1254573,95,5565103,73.1,5564913,77.7,5323285,81.9,4945225,83.1,1150603,95,454688,1910724,3195079,4612,454660,1910699,3194946,4608,454637,1910623,2953461,4564,454292,1909822,2576691,4420,59198,520769,568727,1909,2983519,53.6,2956587,55.5,2824708,57.1,1643160,69.7,895875,77.9,1274112,1669812,38442,1153,,567389,34.5,384136,42.9,572,284430,313174,242
2022-06-15T00:00:00.000,24,GU,326460,24100,87780,214580,0,193757,213706,248606,285008,2032630,360638,360602,343760,309473,50918,13684,114043,232579,332,214042,236056,261781,270178,317029,360539,154784,91.9,154750,95,145493,95,129461,95,17697,95,140568,83.4,140565,92,133518,95,119252,95,16665,95,11234,40830,88366,138,11233,40829,88365,138,11232,40829,81319,138,11223,40812,67079,138,638,6809,9178,40,64270,45.7,64157,48.1,60267,50.5,31805,68.5,12712,76.3,22928,39879,1459,4,,7415,23.3,4060,31.9,4,3259,4461,0
2022-06-15T00:00:00.000,24,CO,13054775,494900,4784940,7774935,0,226695,240573,264478,290157,1549690,11068229,11066293,10678121,9981864,2544398,343267,4282099,6431534,11329,192199,203929,216329,221858,302037,11073048,4603530,79.9,4601658,84.8,4396423,89.1,4077733,90.6,870659,95,4074307,70.8,4074201,75.1,3902813,79.1,3617745,80.4,791320,93.9,313541,1448090,2309610,3066,313522,1448075,2309545,3059,313514,1448013,2138258,3028,313178,1447430,1854228,2909,29017,377280,384051,972,2165783,53.2,2154959,55.2,2062072,57,1165668,70.1,613499,77.5,942494,1195954,26503,832,,379454,32.6,252127,41.1,315,181260,219890,252
