Date,mmwr_week,location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,dist_per_100k,distributed_per_100k_5plus,distributed_per_100k_12plus,distributed_per_100k_18plus,distributed_per_100k_65plus,administered,administered_5plus,administered_12plus,administered_18plus,administered_65plus,administered_janssen,administered_moderna,administered_pfizer,administered_unk_manuf,admin_per_100k,admin_per_100k_5plus,admin_per_100k_12plus,admin_per_100k_18plus,admin_per_100k_65plus,recip_administered,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_5plus,administered_dose1_recip_5pluspop_pct,administered_dose1_recip_1,administered_dose1_recip_2,administered_dose1_recip_3,administered_dose1_recip_4,administered_dose1_recip_5,administered_dose1_recip_6,series_complete_yes,series_complete_pop_pct,series_complete_5plus,series_complete_5pluspop_pct,series_complete_12plus,series_complete_12pluspop,series_complete_18plus,series_complete_18pluspop,series_complete_65plus,series_complete_65pluspop,series_complete_janssen,series_complete_moderna,series_complete_pfizer,series_complete_unk_manuf,series_complete_janssen_5plus,series_complete_moderna_5plus,series_complete_pfizer_5plus,series_complete_unk_manuf_5plus,series_complete_janssen_12plus,series_complete_moderna_12plus,series_complete_pfizer_12plus,series_complete_unk_manuf_1,series_complete_janssen_18plus,series_complete_moderna_18plus,series_complete_pfizer_18plus,series_complete_unk_manuf_2,series_complete_janssen_65plus,series_complete_moderna_65plus,series_complete_pfizer_65plus,series_complete_unk_manuf_3,additional_doses,additional_doses_vax_pct,additional_doses_12plus,additional_doses_12plus_vax_pct,additional_doses_18plus,additional_doses_18plus_vax_pct,additional_doses_50plus,additional_doses_50plus_vax_pct,additional_doses_65plus,additional_doses_65plus_vax_pct,additional_doses_moderna,additional_doses_pfizer,additional_doses_janssen,additional_doses_unk_manuf,second_booster,second_booster_50plus,second_booster_50plus_vax_pct,second_booster_65plus,second_booster_65plus_vax_pct,second_booster_janssen,second_booster_moderna,second_booster_pfizer,second_booster_unk_manuf
2022-06-10T00:00:00.000,23,VA,20470585,788900,7304600,12377085,0,239828,254925,280151,306691,1506400,16908553,16893771,16228228,15090649,4000246,509622,6007217,10380834,10880,198096,210382,222092,226088,294373,16995430,7371278,86.4,7362501,91.7,7015821,95,6488586,95,1481115,95,6300569,73.8,6294971,78.4,6000601,82.1,5534242,82.9,1282109,94.3,457523,2038904,3800130,4012,457419,2038761,3794784,4007,456603,2038608,3501599,3791,455061,2032787,3042959,3435,73385,596002,611634,1088,3033512,48.1,3017416,50.3,2877783,52,1769169,64.4,947360,73.9,1244863,1742790,44950,909,,465969,26.3,315797,33.3,626,232553,260389,238
2022-06-10T00:00:00.000,23,FL,49891485,2401500,18506320,28983665,0,232294,245312,266856,289263,1109360,38378301,38368473,37591397,35652676,12750659,1489286,14249771,22491868,147376,178689,188654,201066,206708,283516,38001697,17163664,79.9,17155067,84.3,16733625,89.5,15761726,91.4,4816580,95,14494382,67.5,14492529,71.3,14159308,75.7,13351135,77.4,4127696,91.8,1368060,4911011,8173458,41853,1367238,4910254,8173274,41763,1367188,4910102,7840741,41277,1366229,4908603,7035789,40514,215310,1981303,1908925,22158,5962615,41.1,5953335,42,5816069,43.6,4257528,55.4,2615578,63.4,2543139,3303702,107198,8576,,961457,22.6,724980,27.7,1645,509895,489240,3245
2022-06-10T00:00:00.000,23,KY,9247875,384900,3814000,5048975,0,206995,220447,242971,266909,1232120,6651886,6650668,6481361,6124235,1897366,237812,2729832,3681711,2531,148889,158536,170286,176756,252792,6715364,2972239,66.5,2971736,70.8,2879688,75.7,2704114,78,731486,95,2579505,57.7,2579450,61.5,2504170,65.8,2352017,67.9,652047,86.9,211883,985372,1380384,1866,211860,985359,1380366,1865,211847,985247,1305229,1847,211713,984971,1153592,1741,38926,298248,314014,859,1159486,44.9,1157621,46.2,1125827,47.9,781080,59.8,451236,69.2,520659,614524,24066,237,,147933,18.9,107844,23.9,197,67791,85312,20
2022-06-10T00:00:00.000,23,UT,6508050,249300,2204360,4054390,0,202999,220004,251057,286097,1778780,5305742,5305027,5067690,4608228,1037690,185366,1842156,3277880,340,165496,179336,195493,202580,283621,5273905,2323764,72.5,2323151,78.5,2193091,84.6,1975464,86.8,378401,95,2071747,64.6,2071620,70,1966810,75.9,1773373,78,344932,94.3,170769,670273,1230690,15,170736,670248,1230621,15,170723,670194,1125879,14,170552,669770,933039,12,16987,148308,179633,4,938080,45.3,936256,47.6,892071,50.3,482143,66.3,259749,75.3,356593,568805,12674,8,,82640,17.1,57171,22,284,34957,55154,6
2022-06-10T00:00:00.000,23,AZ,15386920,611300,5874020,8901600,0,211396,224662,247934,272891,1175800,12466832,12465536,12049588,11224212,3645784,373203,4883265,7175225,35139,171278,182007,194158,199064,278595,12186447,5371561,73.8,5370427,78.4,5140643,82.8,4738704,84,1314689,95,4522961,62.1,4522634,66,4352371,70.1,4026488,71.4,1139102,87,335584,1652230,2526058,9089,335345,1652211,2525989,9089,335335,1652167,2355821,9048,335016,1651437,2031121,8914,51031,553785,529378,4908,1948208,43.1,1943241,44.6,1865905,46.3,1233141,57.6,727357,63.9,849217,1071968,24634,2389,,303915,24.6,222194,30.5,504,140713,178382,838
2022-06-10T00:00:00.000,23,US,755336055,30916300,280981420,443438335,0,227505,241889,266414,292471,1378550,590441517,590241913,570983789,534125781,152829439,18793348,222742789,348322982,582398,177839,189020,201391,206817,278926,590441517,258896220,78,258762711,82.9,248394858,87.6,230786695,89.4,57026842,95,221640799,66.8,221573483,71,213135551,75.2,198038479,76.7,49994290,91.2,17012661,77054076,127410288,163774,17009565,77050865,127349545,163508,17007527,77047374,118919834,160816,16980367,76963508,103940566,154038,2364573,23826739,23734827,68151,104252029,47,103887183,48.7,99907423,50.4,63112915,61.9,34893175,69.8,44495118,58192927,1528138,35846,16138060,15379790,24.4,10731854,30.8,16004,7718073,8391917,12066
2022-06-10T00:00:00.000,23,FM,166500,12800,92740,60960,0,162725,179378,210381,249535,3460100,136367,136325,119057,104183,8286,13513,85453,37355,46,133275,146869,150435,156140,172195,137394,69788,68.2,69750,75.1,59540,75.2,51044,76.5,3891,80.9,58521,57.2,58513,63,51710,65.3,45659,68.4,3596,74.7,12555,32295,13646,25,12551,32295,13642,25,12547,32293,6845,25,12524,32283,827,25,1110,2447,38,1,18836,32.2,18814,36.4,18739,41,6480,48.6,1727,48,15073,3331,432,0,,512,7.9,141,8.2,1,647,383,0
2022-06-10T00:00:00.000,23,WI,12165345,452700,4558400,7154245,0,208939,221513,243317,267028,1195910,10560581,10559962,10234609,9641089,3176962,335940,4039187,6182538,2916,181377,192281,204701,211621,312311,10557774,4204994,72.2,4204340,76.6,4036705,80.7,3769047,82.7,1049731,95,3841087,66,3840984,69.9,3690520,73.8,3447707,75.7,981360,95,301297,1344252,2194520,1018,301281,1344240,2194450,1013,301265,1344204,2044044,1007,301059,1343841,1801853,954,30751,468896,481357,356,2190677,57,2185187,59.2,2110194,61.2,1397625,72.7,800449,81.6,904640,1258425,27449,163,,400956,28.7,294011,36.7,176,184022,228702,29
2022-06-10T00:00:00.000,23,VT,1879690,72700,735820,1071170,0,301238,315943,341173,368578,1503280,1450604,1450285,1392174,1304160,429133,53704,569238,826777,885,232473,243768,252686,255726,343199,1428306,588074,94.2,587752,95,558292,95,520805,95,144777,95,510279,81.8,510265,85.8,483973,87.8,450491,88.3,128638,95,47545,180281,282182,271,47541,180280,282173,271,47529,180260,255914,270,47465,180207,222567,252,2667,62409,63405,157,313931,61.5,312350,64.5,295554,65.6,190272,75.1,105515,82,133718,175661,4534,18,,56794,29.8,40825,38.7,40,27256,31495,1
2022-06-10T00:00:00.000,23,PR,7680850,215500,2704620,4760730,0,240500,249685,269665,293054,1130110,7320457,7319914,6995572,6437533,1816303,152654,2778266,4389225,312,229216,237952,245606,245617,267239,7329368,3047502,95,3047037,95,2873471,95,2644906,95,699561,95,2666149,83.5,2666051,86.7,2517311,88.4,2312181,88.2,608565,89.5,139689,959268,1567060,132,139667,959242,1567010,132,139656,959214,1418332,109,139526,958869,1213717,69,23628,301410,283508,19,1580092,59.3,1578705,62.7,1454157,62.9,827572,69.2,429641,70.6,626541,941948,11578,25,,152184,18.4,95199,22.2,164,71944,84908,1
2022-06-10T00:00:00.000,23,TX,63843635,2638100,22967980,38237555,0,220182,236414,264899,295626,1709690,47814561,47806798,45872207,42137310,10091965,1582074,17480091,28747056,5340,164901,177029,190332,195116,270256,46437034,21447021,74,21440666,79.4,20357199,84.5,18483620,85.6,3704227,95,17987306,62,17985795,66.6,17250915,71.6,15777788,73.1,3287729,88,1370379,6149780,10465889,1258,1370085,6149255,10465198,1257,1369899,6148901,9730903,1212,1368246,6144082,8264299,1161,180189,1557853,1549277,410,7026498,39.1,7003866,40.6,6735228,42.7,4136438,56.6,2172401,66.1,3036438,3887417,102372,271,,738945,17.9,500188,23,313,400375,385939,24
2022-06-10T00:00:00.000,23,IL,28506945,1169700,9951640,17385605,0,224963,239054,263032,289295,1395190,23099815,23080256,22164534,20644382,5621977,681736,8202265,14184828,30986,182293,193547,204511,209504,275151,23361031,9658777,76.2,9647459,80.9,9176258,84.7,8476740,86,1969515,95,8735005,68.9,8726872,73.2,8307124,76.6,7668296,77.8,1819115,89,623903,2827616,5274027,9459,623849,2827519,5266050,9454,623846,2827500,4846328,9450,621226,2819774,4218067,9229,83889,810752,920636,3838,4620455,52.9,4598783,55.4,4405144,57.4,2682543,70,1438137,79.1,1859032,2704304,55171,1948,,706276,26.3,480360,33.4,878,336032,410178,963
2022-06-10T00:00:00.000,23,MI,22261210,947400,8866720,12447090,0,222905,236308,259002,283838,1260970,16262750,16262002,15791185,14924111,4798239,468234,6422156,9370096,2264,162842,172625,183725,190288,271793,16586750,6724734,67.3,6724020,71.4,6479802,75.4,6084713,77.6,1713400,95,6046495,60.5,6046426,64.2,5830083,67.8,5472238,69.8,1569578,88.9,422895,2193590,3428834,1176,422881,2193566,3428804,1175,422862,2193508,3212556,1157,422545,2192735,2855913,1045,71326,786563,711070,619,3326380,55,3319090,56.9,3212331,58.7,2140637,69,1211797,77.2,1474924,1802936,48365,155,,549471,25.7,393416,32.5,387,270295,298077,23
2022-06-10T00:00:00.000,23,NV,6178510,259300,2115700,3803510,0,200591,213451,235659,258784,1245740,5004076,5003959,4880964,4580958,1269749,188440,1718534,3096573,529,162462,172873,186168,191871,256012,4979951,2336264,75.8,2336146,80.7,2268391,86.5,2113861,88.5,510100,95,1888110,61.3,1888091,65.2,1835033,70,1714511,71.8,422942,85.3,173158,609423,1105454,75,173154,609418,1105444,75,173153,609417,1052388,75,173109,609310,932020,72,26220,194066,202611,45,743848,39.4,742604,40.5,721337,42.1,476465,55,269172,63.6,302706,428702,12432,8,,107630,22.6,77886,28.9,38,50515,60378,3
2022-06-10T00:00:00.000,23,SC,10935875,456900,4593040,5885935,0,212400,225192,247419,270856,1167090,7699628,7694754,7515774,7117583,2427116,233462,2993596,4470368,2202,149545,158451,170041,176286,259024,7699913,3509838,68.2,3506801,72.2,3406413,77.1,3204246,79.4,963813,95,2960967,57.5,2959232,60.9,2879213,65.1,2708239,67.1,826654,88.2,209358,1055463,1695731,415,209310,1055386,1694123,413,209307,1055289,1614204,413,208701,1053219,1445914,405,31411,353659,441354,230,1206915,40.8,1204923,41.8,1174980,43.4,864968,55.3,533298,64.5,517310,666447,22639,519,,155111,17.9,118282,22.2,149,70991,89045,11
2022-06-10T00:00:00.000,23,AS,121410,600,24700,96110,0,256182,281628,328873,387458,3703780,111289,111278,99044,82813,8809,576,24804,84714,1195,234827,258126,268288,264283,268731,111731,45456,95,45445,95,39138,95,32435,95,3222,95,41893,88.4,41893,95,36046,95,29714,94.8,2962,90.4,586,9480,31232,595,586,9480,31232,595,586,9479,25386,595,585,9458,19080,591,28,1209,1713,12,23509,56.1,23493,65.2,20338,68.4,8092,77,2302,77.7,4741,18766,2,0,,1010,12.5,472,20.5,0,248,822,0
2022-06-10T00:00:00.000,23,TN,13411230,518100,5141140,7751990,0,196381,208879,229819,252132,1172930,10170781,10169810,9959515,9475505,3035962,267676,3896825,5939086,67194,148931,158394,170669,178140,265522,9986239,4271084,62.5,4270299,66.5,4158702,71.3,3922445,73.7,1060423,92.7,3747444,54.9,3747287,58.4,3654140,62.6,3452612,64.9,972094,85,237321,1329644,2167320,13159,237281,1329626,2167224,13156,237263,1329582,2074237,13058,236998,1328951,1873752,12911,36084,483028,446406,6576,1678041,44.8,1674694,45.8,1636552,47.4,1140949,59.6,674322,69.4,706758,943955,22639,4689,,248842,21.8,181094,26.9,582,119813,142111,2547
2022-06-10T00:00:00.000,23,CA,93783655,3738900,33718280,56326475,0,237354,252592,278734,306307,1606400,77154123,77090363,74240975,68826062,16726217,2319693,28965168,45854062,15200,195266,207631,220651,224793,286500,77449059,32652440,82.6,32613892,87.8,31116020,92.5,28620998,93.5,5983726,95,28730076,72.7,28704905,77.3,27437321,81.5,25209531,82.3,5334777,91.4,2090716,9845112,16789450,4798,2090325,9844792,16764992,4796,2090092,9844295,15498204,4730,2082627,9817371,13305115,4418,202672,2695214,2435428,1463,15419999,53.7,15332675,55.9,14624114,58,8091673,69.3,4101972,76.9,6557346,8628977,233061,615,,2323811,28.7,1490028,36.3,1898,1256107,1211951,62
2022-06-10T00:00:00.000,23,DD2,6773610,210500,2221440,4300870,40800,0,0,0,0,0,7560317,7559957,7434474,7040388,654248,329077,2512098,4695302,23840,0,0,0,0,0,7560317,4302999,0,4302697,0,4224372,0,4004285,0,425084,0,3206437,0,3206364,0,3159658,0,2990611,0,202362,0,295482,991278,1919425,252,295460,991258,1919394,252,295452,991250,1872704,252,295229,991008,1704130,244,9770,74395,118194,3,1889,0.1,1888,0.1,1884,0.1,280,0,64,0,614,1242,33,0,,0,0,0,0,0,1,6,0
2022-06-10T00:00:00.000,23,OR,10512885,463700,3966260,6082925,0,249254,263486,288200,313707,1372300,8017648,8011159,7748805,7279392,2194870,276852,3000054,4723056,17686,190094,200785,212426,217219,286507,8017900,3305070,78.4,3301221,82.7,3162614,86.7,2952528,88.1,761972,95,2955910,70.1,2953368,74,2840447,77.9,2651149,79.1,703550,91.8,248187,1008114,1693647,5962,248186,1008113,1691108,5961,248184,1008110,1578210,5943,247320,1005127,1393093,5609,52663,317736,331595,1556,1612701,54.6,1604729,56.5,1537317,58,929335,69.4,544560,77.4,679135,908417,24265,884,,317254,34.1,225663,41.4,265,151341,179044,70
2022-06-10T00:00:00.000,23,MT,2058795,105300,846800,1106695,0,192631,204322,224368,245039,997299,1623688,1623511,1580608,1498305,537170,61593,684229,875528,2338,151920,161123,172255,178329,260210,1628921,701379,65.6,701240,69.6,677491,73.8,637338,75.9,198216,95,610567,57.1,610538,60.6,591737,64.5,557291,66.3,178761,86.6,55370,239012,315649,536,55365,238996,315641,536,55363,238988,296851,535,55290,238864,262613,524,10147,86072,82293,249,295493,48.4,295179,49.9,287943,51.7,202217,62.9,126825,70.9,138475,151427,5192,399,,46016,22.8,35587,28.1,86,22159,25498,66
2022-06-10T00:00:00.000,23,CT,9138225,347000,3537480,5253745,0,256311,270076,294217,322013,1449950,7816721,7814729,7545288,7022777,2014715,250615,2967740,4597134,1232,219245,230961,242930,247468,319672,7853790,3438420,95,3436826,95,3293092,95,3046768,95,757839,95,2849343,79.9,2848890,84.2,2727980,87.8,2519698,88.8,625912,95,231919,962656,1654308,460,231840,962448,1654143,459,231836,962326,1533361,457,231723,962115,1325508,352,22833,247737,355238,104,1492419,52.4,1488924,54.6,1423800,56.5,899442,67.4,465545,74.4,675629,798701,18059,30,,249795,27.8,173574,37.3,80,117784,139152,4
2022-06-10T00:00:00.000,23,OK,7562130,327400,3183780,4050950,0,191109,204302,227417,251674,1190640,6018345,6017989,5878111,5533104,1671516,155541,2431589,3428066,3149,152095,162585,176773,184146,263176,5987517,2833158,71.6,2832839,76.5,2755701,82.9,2579392,85.8,687417,95,2285766,57.8,2285711,61.8,2224360,66.9,2078651,69.2,563380,88.7,144958,863973,1276280,555,144943,863954,1276260,554,144940,863943,1214947,530,144862,863649,1069661,479,20820,286120,256269,171,869229,38,867911,39,845780,40.7,590430,53.4,354438,62.9,395934,460726,12183,386,,102854,17.4,78622,22.2,99,54220,51946,275
2022-06-10T00:00:00.000,23,PA,31962725,1540600,12264860,18157265,0,249670,264066,288432,314366,1335470,23627899,23622879,22873445,21555406,6908321,784837,9141828,13699781,1453,184564,195165,206411,212006,288645,23688938,10976075,85.7,10972465,90.7,10575575,95,9932601,95,2760276,95,8868184,69.3,8866756,73.3,8541245,77.1,8015458,78.8,2304716,95,728521,3172934,4966041,688,728464,3172807,4964798,687,728416,3172611,4639533,685,727905,3170344,4116575,634,91694,1083793,1128928,301,3849588,43.4,3837102,44.9,3703883,46.2,2552399,56.8,1487258,64.5,1677274,2110288,61942,84,,577282,22.6,422558,28.4,312,297482,301638,8
2022-06-10T00:00:00.000,23,MS,5757715,229600,2324460,3203655,0,193462,206172,228352,252801,1183030,3939050,3938855,3861239,3645824,1171446,94074,1585404,2256242,3330,132354,141043,153137,160075,240695,3979070,1784342,60,1784163,63.9,1741214,69.1,1628764,71.5,448425,92.1,1552206,52.2,1552174,55.6,1518070,60.2,1424306,62.5,411003,84.4,86798,589255,874694,1459,86786,589247,874682,1459,86778,589231,840607,1454,86690,588872,747351,1393,17822,208572,183981,628,589131,38,588575,38.8,577064,40.5,437083,53.6,260911,63.5,273030,306978,8296,827,,65568,15,48579,18.6,76,36310,32184,186
2022-06-10T00:00:00.000,23,WV,4252045,167100,1706120,2378825,0,237260,250250,272945,296810,1158560,2781324,2780590,2730546,2602254,931022,67674,1201416,1510480,1754,155195,163649,175278,181648,253677,2784280,1172150,65.4,1171708,69,1143666,73.4,1081772,75.5,343713,93.7,1038824,58,1038585,61.1,1016589,65.3,962105,67.2,312891,85.3,61330,426134,550886,474,61313,426058,550741,473,61311,426037,528778,463,61251,425668,474756,430,9640,160642,142418,191,482581,46.5,482033,47.4,471193,49,345201,59.6,212119,67.8,227046,250327,5127,81,,73840,21.4,55294,26.1,53,36364,40451,8
2022-06-10T00:00:00.000,23,NM,4642445,188300,1812700,2641445,0,221403,234960,259727,286395,1229440,4056153,4055863,3914559,3644351,1100708,120480,1648984,2276400,10289,193442,205273,219005,224822,291496,4209721,1858267,88.6,1858000,94,1774347,95,1636039,95,435247,95,1505084,71.8,1505019,76.2,1441602,80.7,1327087,81.9,361411,95,110747,568924,823028,2385,110737,568906,822992,2384,110728,568852,759650,2372,110585,568421,645752,2329,21426,169887,168947,1151,761356,50.6,758092,52.6,723259,54.5,453778,64.2,252357,69.8,317887,432249,10902,318,,138623,30.5,96484,38.2,229,67306,77551,123
2022-06-10T00:00:00.000,23,NJ,22912155,981300,8253080,13677775,0,257956,273823,300749,329975,1552800,17624652,17622998,17011380,15834393,4106566,579264,6658747,10382767,3874,198427,210612,223294,228043,278310,18133208,8089137,91.1,8087544,95,7754665,95,7190409,95,1632208,95,6772415,76.2,6772205,80.9,6491700,85.2,6001287,86.4,1385162,93.9,518441,2332221,3919921,1832,518380,2332186,3919817,1822,518341,2332124,3639517,1718,518052,2331400,3150172,1663,93704,644640,646517,301,3284695,48.5,3276168,50.5,3134339,52.2,1886060,62.1,958752,69.2,1385996,1831049,67533,117,,425070,22.5,288982,30.1,663,215995,228329,13
2022-06-10T00:00:00.000,23,KS,6283815,257000,2425240,3601575,0,215693,230347,256305,283942,1321550,4641922,4641738,4487193,4185883,1291743,137901,1774958,2724887,4176,159335,170153,183024,189144,271667,4754578,2123022,72.9,2122849,77.8,2038258,83.1,1891371,85.5,495640,95,1818658,62.4,1818637,66.7,1750238,71.4,1623668,73.4,444233,93.4,126617,644340,1046951,750,126614,644337,1046938,748,126601,644310,978606,721,126474,643987,852578,629,18601,208134,217237,261,808529,44.5,806259,46.1,776808,47.8,517005,60.1,305785,68.8,345148,451894,11249,238,,116549,22.5,88133,28.8,132,53094,66675,35
2022-06-10T00:00:00.000,23,ND,1444600,53200,553820,837580,0,189565,204051,226694,248260,1205390,1123639,1122905,1086840,1028292,311629,39816,417247,666249,327,147447,158611,170553,176716,260027,1099060,502782,66,502296,70.9,484409,76,456404,78.4,122270,95,425964,55.9,425725,60.1,411259,64.5,387403,66.6,104092,86.9,36666,146388,242896,14,36659,146384,242668,14,36658,146382,228205,14,36508,146171,204711,13,4387,48944,50755,6,185148,43.5,184851,44.9,180075,46.5,121076,60.3,72963,70.1,78843,103783,2514,8,,16051,13.3,11973,16.4,4,7507,9221,1
2022-06-10T00:00:00.000,23,MA,17622210,620700,6702520,10298990,0,255672,269653,292886,318107,1507030,15282099,15268610,14675356,13712525,3635362,405346,6012421,8863880,452,221721,233639,243909,247532,310892,15355105,6843558,95,6835504,95,6517932,95,6059714,95,1443039,95,5497505,79.8,5492197,84,5231046,86.9,4853122,87.6,1149385,95,382657,1936289,3178338,221,382651,1936280,3173046,220,382627,1936248,2911954,217,381345,1930832,2540749,196,74490,523754,551063,78,2869746,52.2,2856011,54.6,2723643,56.1,1595552,65.3,822811,71.6,1324444,1517965,27303,34,,449080,28.1,301289,36.6,193,236532,232945,7
2022-06-10T00:00:00.000,23,WY,1013285,48400,447740,517145,0,175079,186325,206489,227692,1021670,757630,757590,741257,703458,239055,28877,334324,393737,692,130906,139307,151055,158072,241034,761799,338101,58.4,338065,62.2,329149,67.1,310573,69.8,93014,93.8,296412,51.2,296405,54.5,288996,58.9,272752,61.3,83868,84.6,26751,120458,149053,150,26748,120457,149050,150,26747,120456,141644,149,26727,120430,125450,145,3952,43037,36814,65,129771,43.8,129605,44.8,126458,46.4,91056,58.8,57575,68.6,60338,67519,1856,58,,18752,20.6,14573,25.3,16,9611,9736,12
2022-06-10T00:00:00.000,23,NH,3706700,179700,1302840,2224160,0,272609,285991,309260,335613,1460110,2630797,2630092,2557722,2403093,747428,88887,980648,1561113,149,193482,202925,213398,217581,294421,2646869,1212175,89.1,1211644,93.5,1170563,95,1099696,95,314377,95,969158,71.3,968962,74.8,938379,78.3,881659,79.8,251613,95,79575,347539,541929,115,79565,347438,541844,115,79563,347436,511265,115,79531,347277,454744,107,15745,103317,132503,48,453975,46.8,452909,48.3,435244,49.4,291854,56.8,154399,61.4,192129,253990,7821,35,,68039,23.3,47067,30.5,58,32049,37775,25
2022-06-10T00:00:00.000,23,NY,47688755,1908300,16860000,28920455,0,245142,260217,284315,309160,1446800,40057060,40053343,38760101,36379582,9244721,1440261,14514838,24076587,25374,205911,218554,231083,235844,280471,40094669,17658770,90.8,17655817,95,16970232,95,15843899,95,3508398,95,15088975,77.6,15088355,82.3,14498642,86.4,13508324,87.6,3071865,93.2,1258393,5042219,8781150,7213,1258280,5042084,8780861,7130,1258170,5041493,8192305,6674,1257151,5039056,7206084,6033,187740,1445178,1436798,2149,6975636,46.2,6958203,48,6697706,49.6,4017590,60.8,2095564,68.2,2948101,3909037,117738,760,,903996,22.5,634831,30.3,1479,459448,487279,153
2022-06-10T00:00:00.000,23,VA2,8334720,626600,4061080,3647040,0,0,0,0,0,0,7576551,7576375,7576353,7572990,4049764,256068,3913090,3407109,284,0,0,0,0,0,7576551,3486408,0,3486303,0,3486287,0,3484377,0,1701744,0,2964515,0,2964444,0,2964438,0,2963036,0,1513898,0,233844,1454488,1276171,12,233838,1454465,1276129,12,233837,1454464,1276125,12,233802,1454425,1274797,12,76678,827194,610025,1,1173360,39.6,1173354,39.6,1173279,39.6,1063559,45.6,766090,50.6,621564,530593,21203,0,,171193,16.1,138101,18,43,90016,82641,0
2022-06-10T00:00:00.000,23,MP,127130,3600,25720,97810,0,245183,264293,300615,352405,3386520,109948,109942,101339,89155,8903,1383,15157,93399,9,212046,228560,239629,247138,237160,110116,45611,88,45605,94.8,41103,95,35696,95,3248,86.5,43398,83.7,43398,90.2,39326,93,34167,94.7,3125,83.2,1169,5229,36997,3,1169,5229,36997,3,1169,5229,32925,3,1169,5228,27767,3,120,503,2502,0,21357,49.2,21331,54.2,19700,57.7,9596,70.6,2384,76.3,4192,16950,215,0,,649,6.8,283,11.9,1,112,659,0
2022-06-10T00:00:00.000,23,NE,4138010,150500,1450280,2537230,0,213916,229440,255842,283749,1324340,3275258,3274835,3160386,2950744,904411,95518,1173360,1999117,7263,169316,181579,195398,202337,289450,3288287,1366599,70.6,1366268,75.8,1305994,80.7,1208993,82.9,310605,95,1236808,63.9,1236736,68.6,1184351,73.2,1096594,75.2,289529,92.7,88969,417939,728082,1818,88953,417916,728053,1814,88943,417893,675725,1790,88873,417705,588332,1684,7031,140434,141113,951,634029,51.3,632546,53.4,608304,55.5,389179,68.9,225278,77.8,247545,378913,6985,586,,89502,23,65153,28.9,85,34466,58949,143
2022-06-10T00:00:00.000,23,IA,6924555,291100,2684920,3948535,0,219474,233982,258738,285169,1252280,5238480,5238286,5083745,4791953,1620049,179466,2088200,2970223,591,166034,177003,189956,197344,292981,5246527,2153961,68.3,2153761,72.8,2073947,77.5,1937863,79.8,552064,95,1965847,62.3,1965829,66.4,1894899,70.8,1772021,73,518515,93.8,163828,719800,1081785,434,163826,719795,1081774,434,163823,719778,1010869,429,163726,719556,888323,416,14623,272650,231100,142,1056298,53.7,1053869,55.6,1022519,57.7,698580,70.9,413209,79.7,476948,565060,14218,72,,184255,26.4,140231,33.9,66,91440,97389,4
2022-06-10T00:00:00.000,23,AR,6441080,256100,2707420,3477560,0,213436,227653,251875,277914,1229490,4327016,4323815,4211078,3948395,1260500,124630,1850735,2347478,4173,143383,152821,164672,170362,240608,4373992,2028906,67.2,2026411,71.6,1961624,76.7,1825822,78.8,504407,95,1656482,54.9,1655682,58.5,1608527,62.9,1498380,64.7,425670,81.3,114217,671442,869417,1406,114094,671428,868763,1397,114084,671417,821993,1033,113639,670210,713542,989,15835,238813,170496,526,669531,40.4,668260,41.5,649890,43.4,459186,55.6,279121,65.6,323975,334849,10184,523,,95407,20.8,72350,25.9,72,52038,46618,81
2022-06-10T00:00:00.000,23,DE,2467655,100700,959100,1407855,0,253414,268502,293836,320395,1306290,1870075,1869870,1815520,1703466,579368,62520,722761,1082447,2347,192046,203458,216183,221174,306696,1841725,816790,83.9,816609,88.9,787517,93.8,736868,95,214274,95,680532,69.9,680501,74,657146,78.2,613918,79.7,184271,95,57372,238646,383771,743,57368,238635,383755,743,57361,238632,360415,738,57311,238494,317399,714,10017,76441,97435,378,317865,46.7,317086,48.3,305264,49.7,217380,61.3,129199,70.1,135880,176689,5223,73,,59617,27.4,44643,34.6,58,29314,31924,11
2022-06-10T00:00:00.000,23,MO,12054905,431400,4609160,7014345,0,196416,208947,230244,252891,1135070,9143529,9143052,8893464,8395969,2703631,252622,3315106,5573473,2328,148980,158476,169861,176133,254570,9111965,4086351,66.6,4085866,70.8,3947307,75.4,3702284,77.7,1026730,95,3467532,56.5,3467481,60.1,3359356,64.2,3151006,66.1,906646,85.4,238876,1178132,2049731,793,238860,1178119,2049712,790,238844,1178107,1941665,740,238597,1177592,1734313,504,40277,412908,453280,181,1500145,43.3,1496276,44.5,1451436,46.1,1007500,57.4,606317,66.9,611595,870656,17814,80,,219562,21.8,164578,27.1,125,98737,127857,7
2022-06-10T00:00:00.000,23,PW,46290,3800,30000,12490,0,214982,227212,248270,279141,2323800,48227,48223,45715,42111,5176,2349,37009,8744,125,223978,236701,245186,253941,259839,48593,20449,95,20446,95,19043,95,17514,95,1871,93.9,18204,84.5,18203,89.3,17152,92,15712,94.7,1806,90.7,2354,12685,3104,61,2354,12685,3103,61,2354,12685,2052,61,2354,12685,612,61,227,1540,37,2,11606,63.8,11550,67.3,10904,69.4,4700,78.6,1549,85.8,10637,969,0,0,,651,13.9,246,15.9,0,663,10,0
